"Connecting to PayPal SFTP server to fetch new reports. Are you sure you want to proceed?","Conectando ao servidor de SFTP do PayPal para buscar novos relatórios. Você tem certeza que deseja continuar?"
"Countries Payment Applicable From","Países de pagamento aplicável a partir de"
"Coupon Redemption","Cupom de resgate"
"Credit","Crédito"
"Credit Card Settings","Configurações do cartão de crédito"
"Currency Conversion required to cover negative balance","Conversão de moedas necessária para cobrir saldo negativo"
"Custom","Personalizado"
"Custom Endpoint Hostname or IP-Address","Hostname de ponto final personalizado ou endereço IP"
"Custom Path","Caminho personalizado"
"Customer complaint.","Reclamação de cliente."
"Customer did not include a confirmed address.","Cliente não incluiu um endereço confirmado."
"Customer triggered a money-back guarantee.","Cliente acionou a garantia de retorno do dinheiro."
"Daily","Diariamente"
"Debit","Débito"
"Debit Card Cash Back","Retorno do dinheiro de cartão de débito"
"Debit Card Transaction","Transação do cartão de débito"
"Debit or Credit","Débito ou crédito"
"Debug Mode","Modo Debug"
"Direct Payment API","API de pagamento direto"
"Discount","Desconto"
"Discount Tax","Desconto de imposto"
"Displays on catalog pages and homepage.","Mostrar em páginas do catálogo e homepage."
"Does not work if there are more than 10 shipping options available.","Não funciona se existir mais de 10 opções de envio disponíveis."
"Don't have a PayPal account? Simply enter your email address.","Não possui uma conta PayPal? Apenas entre com seu endereço de e-mail."
"Don’t have a PayPal merchant account? You can still accept credit card payments through the Payflow Pro Gateway.","Não possui uma conta de comerciante PayPal? Você pode aceitar aindo pagamentos por cartão de crédito através do Payflow Pro Gateway."
"Dynamic","Dinâmico"
"EFT Funding (German banking)","Financiamento EFT (banco alemão)"
"Edit Shopping Cart","Editar carrinho de compras"
"Email Associated with PayPal Merchant Account","E-mail associado com a conta de comerciante PayPal"
"Enable Automatic Fetching","Habilitar busca automática"
"Enable PayPal Guest Checkout","Habilitar PayPal finalizar compra como visitante"
"Enabled","Habilitado"
"Event","Evento"
"Event Code","Código do evento"
"Every 10 days","Cada 10 dias"
"Every 14 days","Cada 14 dias"
"Every 3 days","Cada 3 dias"
"Every 30 days","Cada 30 dias"
"Every 40 days","Cada 40 dias"
"Every 7 days","Cada 7 dias"
"Exact Match. Address and Postal Code. International","Resultado exato. Endereço e CEP. International"
"Exact Match. Address and Postal Code. UK-specific","Resultado exato. Endereço e CEP. Específico para o Reino Unido"
"Exact Match. Address and nine-digit ZIP code","Resultado exato. Endereço e CEP de nove dígitos"
"Express Checkout","Finalização de compra express"
"Express Checkout (Payflow Edition) Settings","Configurações da finalização de compra express (edição Payflow)"
"Express Checkout APIs","APIs de finalização de compra express"
"Express Checkout Settings","Configurações da finalização de compra express"
"Express Checkout and Order have been canceled.","Finalização de compra express e pedido foram cancelados."
"Express Checkout has been canceled.","Finalização de compra express foi cancelado."
"Failed to fetch reports from '%s@%s'.","Falha ao buscar relatórios de '%s@%s'."
"Fee Amount","Quantia da taxa"
"Fee Debit or Credit","Taxa de débito ou crédito"
"Fee Reversal","Taxa de reversão"
"Fee: Foreign ACH Withdrawal","Taxa: Retirada de ACH estrangeiro"
"Fee: Mass Pay Request","Taxa: pedido de pagamento em massa"
"Fee: Web Site Payments Pro Account Monthly","Taxa: pagamento mensal do Web Site Payments Pro"
"Fee: WorldLink Check Withdrawal","Taxa: retirada de verificação WorldLink"
"Fetch","Buscar"
"Fetch Updates","Buscar atualizações"
"Fetched %s report rows from '%s@%s'.","Encontrado %s linhas de relatório de '%s@%s'."
"Frontend Experience Settings","Configurações de experimento do Frontend"
"Funding","Financiamento"
"General (Authorization)","Geral (autorização)"
"General (Dividend)","Geral (dividendo)"
"General (Funds Transfer from PayPal Account to Another)","Geral (capital transferido de uma conta PayPal para outra)"
"General (Purchase with a credit card)","Geral (comprar com cartão de crédito)"
"General Adjustment without businessrelated event","Ajuste geral sem evento businessrelated"
"General Currency Conversion","Conversão de moeda geral"
"General Funding of PayPal Account ","Financiamento geral da conta PayPal "
"General Redemption","Resgate geral"
"General Withdrawal from PayPal Account","Retirada geral da conta PayPal"
"General. Product no longer supported","Geral. Produto não mais suportado"
"General: Use of PayPal account for purchasing as well as receiving payments","Geral: use a conta PayPal para comprar como também para receber pagamentos"
"General: Withdrawal from PayPal Account","Geral: retirada da conta PayPal"
"General: Withdrawal to Non-Bank Entity","Geral: retirada para entidade não bancária"
"General: adjustment of a type not belonging to the other T12xx categories","Geral: ajuste de um tipo não pertence as outras T12xx categorias"
"General: bonus of a type not belonging to the other T08xx categories","Geral: bônus de um tipo não pertence as outras T08xx categorias"
"General: event not yet categorized","Geral: evento ainda não categorizado"
"General: non-payment fee of a type not belonging to the other T01xx categories","Geral: sem taxa de pagamento de um tipo não pertence as outras T01xx categorias"
"General: received payment of a type not belonging to the other T00xx categories","Geral: pagamento recebido de um tipo não pertence as outras T00xx categorias"
"General: reversal of a type not belonging to the other T11xx categories","Geral: reversão de um tipo não pertence as outras T11xx categorias"
"General: temporary hold of a type not belonging to the other T15xx categories","Geral: retenção temporária de um tipo não pertence as outras T15xx categorias"
"Get Credentials from PayPal","Obter credenciais do PayPal"
"Gift Certificate Payment: purchase of Gift Certificate","Pagamento do certificado de presente: compra do certificado de presente"
"Gift Certificate Redemption","Resgate do certificado de presente"
"Gross Amount","Quantia bruta"
"Header Background Color","Cor de fundo do cabeçalho"
"Header Border Color","Cor da borda do cabeçalho"
"Header Image URL","URL da imagem do cabeçalho"
"Help","Ajuda"
"Hidden Virtual PayPal Debit Card Transaction","Esconder transação de cartão de débito do PayPal virtual"
"Hold for Dispute Investigation","Reter para discutir investigação"
"IPN ""%s"".","IPN ""%s""."
"If empty, a default value will be used. Custom URL may be provided by CardinalCommerce agreement.","Se vazio, um valor padrão será utilizado. URL personalizada deve ser fornecida pelo contrato do CardinalCommerce."
"If not specified, Default Country from General Config will be used","Se não especificado, país padrão da configuração geral será utilizado"
"If this option is enabled, customer can change shipping address and shipping method on PayPal website. In live mode works via HTTPS protocol only.","Se esta opção estiver habilitada, cliente pode alterar endereço de envio e método de envio no website do PayPal. Em modo live funciona somente via protocolo HTTPS."
"Impossible to issue a refund transaction because the capture transaction does not exist.","impossível emitir uma transação de reembolso porque a transação capturada não existe."
"Incentive","Incentivo"
"Initiation Date","Data de início"
"Invoice ID","ID do pagamento"
"Issuer Liability","Responsabilidade do emissor"
"It is recommended to set this value to ""Debit or Credit Card"" per store views.","É recomendado definir este valor de ""cartão de crédito ou débito"" por visão de loja."
"It is recommended to set this value to ""PayPal"" per store views.","É recomendado definir este valor de ""PayPal"" por visão de loja."
"Items in Your Shopping Cart","Itens no seu carrinho de compras"
"Last Correlation ID","Último ID de correlação"
"Last Transaction ID","Último ID de transação"
"Learn More","Saiba mais"
"Login","Entrar"
"Looking for PayPal? We have our own tab to the left under Sales.","Procurando o PayPal? Nós temos nossa própria aba a esquerda abaixo de vendas."
"Mass Pay Payment","Pagamento em massa"
"Matched (CVV2)","Encontrado (CVV2)"
"Matched (CVV2CSC)","Encontrado (CVV2CSC)"
"Matched Address only (no ZIP)","Encontrado endereço somente (não CEP)"
"Matched Address only (no ZIP). International","Encontrado endereço somente (não CEP). International"
"Matched Postal Code only (no Address)","Encontrado CEP somente (não endereço)"
"Matched five-digit ZIP only (no Address)","Encontrado CEP de cinco dígitos somente (não endereço)"
"Matched whole nine-didgit ZIP (no Address)","Encontrado todo CEP de nove dígitos (não endereço)"
"Merchant Account","Conta de comerciante"
"Merchant Country","País do comerciante"
"Merchant Liability","Responsabilidade do comerciante"
"Merchant Protection Eligibility","Elegibilidade de proteção do comerciante"
"Merchant Referral Bonus","Bônus de orientação do comerciante"
"Merchant holds a non-U.S. account and does not have a withdrawal mechanism.","Comerciante possui uma conta não americana (EUA) e não possui o mecanismo de retirada."
"Merchant reference ID format is not supported.","Formato do ID de referência do comerciante não é suportado."
"Merchants need to apply to PayPal for enabling billing agreements feature. Do not enable this option until PayPal confirms that billing agreements are enabled for your merchant account.","Comerciantes precisam utilizar o PayPal para habilitar acordos de pagamento. Não habilite essa opção até o PayPal confirmar que os acordos de pagamento estão habilitados em sua conta de comerciante."
"Mobile Payment (made via a mobile phone)","Pagamento mobile (feito via telefone celular)"
"N/A. Address not checked, or acquirer had no response. Service not available","N/A. Endereço não confirmado, ou comprador não tinha resposta. Serviço não disponível"
"N/A. Global Unavailable","N/A. Global indisponível"
"N/A. International Unavailable","N/A. International indisponível"
"N/A. Merchant has indicated that CVV2 is not present on card","N/A. Comerciante indicou que CVV2 não está presente no cartão"
"N/A. No response","N/A. Sem resposta"
"N/A. Not allowed for MOTO (Internet/Phone) transactions","N/A. Não permitido para transações MOTO (internet/telefone)"
"N/A. Not processed","N/A. Não processado"
"N/A. Retry","N/A. Tentar de novamente"
"N/A. Service not Supported","N/A. Serviço não suportado"
"N/A. Service not available","N/A. Serviço não disponível"
"N/A. Service not supported","N/A. Serviço não suportado"
"N/A. The merchant did not provide AVS information","N/A. O comerciante não forneceu informações AVS"
"N/A. The merchant has not implemented CVV2 code handling","N/A. O comerciante não implementou manipulação de código CVV2"
"N/A. Unavailable","N/A. Indisponível"
"Negative Balance","Saldo negativo"
"Never","Nunca"
"No","Não"
"No Details matched","Detalhes não encontrados"
"No Details matched. International","Detalhes não encontrados. International"
"No Liability Shift","Sem Shift de responsabilidade"
"No Logo","Sem logo"
"No match","Não encontrado"
"None of the address information matched","Nenhuma informação de endereço encontrada"
"Note: %s","Nota: %s"
"Nothing to fetch because of an empty configuration.","Nada para buscar por causa de uma configuração vazia."
"Notified customer about creditmemo #%s.","Cliente notificado sobre reembolso número %s."
"Notified customer about invoice #%s.","Cliente notificado sobre pagamento número %s."
"Now accepting PayPal (150 X 40)","Agora aceitando PayPal (150 X 40)"
"Now accepting PayPal (150 X 60)","Agora aceitando PayPal (150 X 60)"
"Open Authorization","Abrir autorização"
"Order","Pedido"
"Order ID","ID do pedido"
"Page Background Color","Cor de fundo da página"
"Page Style","Estilo da página"
"Part of the address information matched","Parte da informação de endereço encontrada"
"Partner","Parceiro"
"Password","Senha"
"PayPal","PayPal"
"PayPal Balance Manager function of PayPal account","Função para gerenciar saldo do PayPal de uma conta PayPal"
"PayPal Buyer Warranty Bonus","Bônus de garantia de comprador do PayPal"
"PayPal Debit Card Cash Advance","Vantagem do dinheiro de cartão de débito do PayPal"
"PayPal Debit Card Withdrawal from ATM","Retirada do cartão de débito do PayPal do ATM"
"PayPal Express Checkout Token does not exist.","Token de finalização de compra express do PayPal não existe."
"PayPal Express Order Review Form","Formulário de pedito express do PayPal"
"PayPal Fee Information","Informações de taxas do PayPal"
"PayPal Merchant Pages Style","Estilo de páginas de comerciante do PayPal"
"PayPal Product Logo","Logo de produto do PayPal"
"PayPal Protection Bonus","Bônus de proteção do PayPal"
"PayPal Reference ID","ID de referência do PayPal"
"PayPal Reference ID Type","Tipo de ID de referência do PayPal"
"PayPal Settlement Reports","Relatórios de pagamentos do PayPal"
"PayPal gateway has rejected request. %s","Gateway do PayPal rejeitou pedido. %s"
"PayPal processes all of your orders, and you get paid.","PayPal processou todos os seu pedidos, e você recebeu o pagamento."
"PayPal retains reports for 45 days.","PayPal mantem os relatórios por 45 dias."
"PayPal/Centinel Electronic Commerce Indicator","Indicador de comércio eletrônico do PayPal/Centinel"
"PayPal/Centinel Visa Payer Authentication Service Result","Resultado do serviço de autenticação do pagador do PayPal/Centinel"
"Payer Address ID","ID do endereço do pagador"
"Payer Address Status","Status do endereço do pagador"
"Payer Email","E-mail do pagador"
"Payer Email: %s","E-mail do pagador: %s"
"Payer ID","ID do pagador"
"Payer Status","Status do pagador"
"Payer is not identified.","Pagador não está identificado."
"Payflow Pro Gateway","Gateway Payflow Pro"
"Payflow Pro Settings","Configurações Payflow Pro"
"Payment Action","Ação de pagamento"
"Payment Applicable From","Pagamento aplicável de"
"Payment Method","Método de pagamento"
"Payment Refund initiated by merchant","Reembolso de pagamento iniciado pelo comerciante"
"Payments by PayPal (150 X 40)","Pagamento pelo PayPal (150 X 40)"
"Payments by PayPal (150 X 60)","Pagamento pelo PayPal (150 X 60)"
"Paypal Billing Agreement Settings","Configurações do acordo de pagamento do Paypal"
"Pending PayPal","PayPal pendente"
"Place Order","Confirmar pedido"
"Please select a shipping method...","Por favor, selecione um método de envio..."
"Points Incentive Redemption","Resgate dos pontos de incentivo"
"Postage Payment to either USPS or UPS","Pagamento de postagem para USPS ou UPS"
"Preapproved Payment (BillUser API), either sent or received","Pagamento pré-aprovado (BillUser API), enviado ou recebido"
"Preapproved Payment ID","ID de pagamento pré-aprovado"
"Price","Preço"
"Process credit cards directly on your website with PayPal’s all-in-one online payment processing solution.","Processar cartões de crédito diretamente de seu website com a solução de processamento de pagamento online PayPal’s all-in-one."
"Product Name","Nome do produto"
"Proxy Host","Servidor do proxy"
"Proxy Port","Porta do proxy"
"Qty","Qtde"
"Reauthorization","Reautorização"
"Reference Information","Informações de referência"
"Refund issued by merchant.","Reembolso emitido pelo comerciante."
"Reimbursement for a chargeback.","Reembolso para uma retorno de cobrança."
"Reimbursement of Chargeback","Reembolso de retorno de cobrança"
"Report Date","Data do relatório"
"Reports","Relatórios"
"Require CVV Entry","Solicitar entrada CVV"
"Reversal","Reversão"
"Reversal of General Account Hold","Reversão de retenção de conta geral"
"Reversal of Points Usage","Reversão do uso de pontos"
"Reversal of an adjustment.","Reversão de um ajuste."
"Reversal of hold for Dispute Investigation","Reversão de retenção para discutir investigação"
"Review Order","Rever pedido"
"Reward Voucher Redemption","Resgate de prêmio do Voucher"
"SFTP Credentials","Credenciais SFTP"
"Sale","Venda"
"Sales","Vendas"
"Sandbox Mode","Modo Sandbox"
"Schedule","Programação"
"Schedule description is too long.","Descrição de programação é muito longa."
"Scheduled Fetching","Busca de programação"
"Select a PayPal Solution","Selecionar uma solução PayPal"
"Settlement Consolidation","Consolidação de pagamento"
"Settlement Report Settings","Configurações do relatório de pagamento"
"Settlement of a chargeback.","Pagamento de um retorno de cobrança."
"Severe 3D Secure Card Validation","Validação severa de cartão 3D secure"
"Severe Validation Removes Chargeback Liability on Merchant","Validação severa remove a responsabilidade de retorno do débido sobre o comerciante"
"Severe validation removes chargeback liability on merchant.","Validação severa remove a responsabilidade de retorno do débido sobre o comerciante."
"Shipping","Envio"
"Shipping Address","Endereço de envio"
"Shipping Information","Informações de envio"
"Shipping Method","Método de envio"
"Shop now using (150 X 40)","Faça compras agora usando (150 X 40)"
"Shop now using (150 X 60)","Faça compras agora usando (150 X 60)"
"Shortcut","Atalho"
"Shortcut Buttons Flavor","Forma de botões de atalho"
"Shortcut on Product View","Atalho na visualização do produto"
"Shortcut on Shopping Cart","Atalho no carrinho de compras"
"Sign a billing agreement to streamline further purchases with PayPal.","Assine o acordo de pagamento streamline para comprar com o PayPal."
"Solo","Único"
"Sorry, no quotes are available for this order at this time.","Desculpe, nenhuma cotação está disponível para este pedido no momento."
"Sort Order","Ordem de seleção"
"Static","Estático"
"Submitting order information...","Enviando informações do pedido..."
"Subscriber name is too long.","Nome do assinante é muito longo."
"Subscription ID","ID de assinatura"
"Subscription Payment, either payment sent or payment received","Pagamento de assinatura, pagamento enviado ou pagamento recebido"
"Subtotal","Subtotal"
"Summary Text for Aggregated Cart","Texto resumido para carrinho agregado"
"Supporting of American Express cards require additional agreement. Learn more at <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>.","Suporte para cartões American Express requer contrato adicional. Saiba mais em <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>."
"Switch/Maestro","Switch/Maestro"
"Test Mode","Modo de teste"
"The background color for the checkout page around the header and payment form.","A cor de fundo para a página de finalização de compra ao redor do cabeçalho e formulário de pagamento."
"The background color for the header of the checkout page. Case-insensitive six-character HTML hexadecimal color code in ASCII.","A cor de fundo para o cabeçalho da página de finalização de compra. Código em ASCII de cor hexadecimal HTML de seis caracteres sem diferença de letras maiúsculas e minúsculas."
"The image at the top left of the checkout page. Max size is 750x90-pixel. <strong style=""color:red"">https</strong> is highly encouraged.","A imagem do topo esquerdo da página de finalização de compra. Tamanho máximo é 750x90-pixel. <strong style=""color:red"">https</strong> é altamente recomendável."
"The merchant account is not yet verified.","A conta de comerciante não está ainda verificada."
"The payment curency does not match any of the merchant\'s balances currency.","A moeda de pagamento não é igual a nenhuma moeda utilizada pelo comerciante."
"The payment eCheck is not yet cleared.","O pagamento eCheck não está limpo ainda."
"The payment is authorized but not settled.","O pagamento está autorizado mas não liquidado."
"The payment is pending because it was made to an email address that is not yet registered or confirmed.","O pagamento está pendente porque foi feito por um endereço de e-mail que não está ainda registrado ou confirmado."
"The payment is pending while it is being reviewed by PayPal for risk.","O pagamento fica pendente ao estar sendo analisado os riscos pelo PayPal."
"The payment was made via credit card. In order to receive funds merchant must upgrade account to Business or Premier status.","O pagamento foi feito por cartão de crédito. Para receber capital de comerciante deve atualizar a conta para Business ou Premier."
"Time of Day","Tempo do dia"
"Title","Título"
"Transaction ID","ID da transação"
"Transaction Information","Informações da transação"
"Transfer Cart Line Items","Transferir itens da linha do carrinho"
"Transfer Shipping Options","Transferir opções de envio"
"Triggered Fraud Filters","Acionar filtros de fraude"
"Unable to calculate cart line item totals.","Não foi possível calcular totais de itens da linha do carrinho."
"Unable to cancel Express Checkout.","Não foi possível cancelar finalização de compra express."
"Unable to communicate with the PayPal gateway.","Não foi possível se comunicar com o gateway do PayPal."
"Unable to initialize Express Checkout review.","Não foi possível inicializar análise de finalização de compra express."
"Unable to initialize Express Checkout.","Não foi possível inicializar finalização de compra express."
"Unable to place the order.","Não foi possível confirmar o pedido."
"Unable to process Express Checkout approval.","Não foi possível processar aprovação de finalização de compra express."
"Unable to start Express Checkout.","Não foi possível iniciar finalização de compra express."
"Unable to update shipping method.","Não foi possível atualizar método de envio."
"Unknown reason. Please contact PayPal customer service.","Razão desconhecida. Por favor, contate o serviço de atendimento do PayPal."
"Update Shipping Method","Atualizar método de envio"
"Use Proxy","Usar proxy"
"Use colon to specify port. For example: ""test.example.com:5224"".","Use dois pontos para especificar porta. Por exemplo: ""test.example.com:5224""."
"User","Usuário"
"User-initiated Currency Conversion","Conversão de moeda iniciada pelo usuário"
"Uses store frontend name by default.","Usar nome do frontend da loja por padrão."
"Vendor","Vendedor"
"View","Ver"
"View Demo","Ver demonstração"
"View PayPal solutions.","Ver soluções PayPal."
"View Transaction","Ver transação"
"View Transaction Details","Ver detalhes da transação"
"Virtual PayPal Debit Card Transaction","Transação virtual de cartão de débito do PayPal"
"Virtual Terminal Payment","Terminal de pagamento virtual"
"Void","Anular"
"We prefer PayPal (150 X 40)","Nós preferimos PayPal (150 X 40)"
"We prefer PayPal (150 X 60)","Nós preferimos PayPal (150 X 60)"
"Website Payments Pro","Website Payments Pro"
"Website Payments Pro (Payflow Edition) Settings","Configurações Website Payments Pro (edição Payflow)"
"Website Payments Pro Payflow Edition (includes Express Checkout)","Website Payments Pro edição Payflow (inclui finalização de compra express)"
"Website Payments Pro Settings","Configurações Website Payments Pro"
"Website Payments Standard","Website Payments Standard"
"Website Payments Standard Payment","Pagamento Website Payments Standard"
"Website Payments Standard Settings","Configurações Website Payments Standard"
"What is PayPal?","O que é PayPal?"
"Whether to create a billing agreement, if there are no active billing agreements available.","Criar um acordo de pagamento se não existir nenhum acordo de pagamento ativo disponível."
"Will appear as a payment option only for customers who have at least one active billing agreement.","Aparecerá como uma opção de pagamento somente para clientes que possuem pelo menos um acordo de pagamento ativo."
"WorldLink Withdrawal","Retirada do WorldLink"
"Would you like to sign a billing agreement to streamline further purchases with PayPal?","Você gostaria de assinar um acordo de pagamento para streamline para comprar com o PayPal?"
"Wrong PayPal Express Checkout Token specified.","Token especificado de finalização de compra express do PayPal incorreto."
"Yes","Sim"
"Yes. Matched Address and five-didgit ZIP","Sim. Encontrado endereço e CEP de cinco dígitos"
"You will be redirected to the PayPal website in a few seconds.","Você será redirecionado para o website do PayPal em alguns segundos."
"You will be redirected to the PayPal website when you place an order.","Você será redirecionado para o website do PayPal quando você confirmar um pedido."
"You will be redirected to the PayPal website.","Você será redirecionado para o website do PayPal."
"eBay Auction Payment","Pagamento de leilão eBay"
