"Are you sure you want to send order email to customer?","Você tem certeza que deseja enviar e-mail do pedido para o cliente?"
"Are you sure you want to void the payment?","Você tem certeza que deseja anular o pagamento?"
"Are you sure?","Você tem certeza?"
"Are you sure? This order will be canceled and a new one will be created instead","Você tem certeza? Este pedido será cancelado e um novo será criada no lugar"
"At least a payment ID must be set.","Pelo menos uma ID de pagamento deve ser definida."
"Authorization","Autorização"
"Authorized amount of %s.","Quantia autorizada de %s."
"Authorizing amount of %s is pending approval on gateway.","Autorização da quantia de %s está em aprovação pendente no gateway."
"Back","Voltar"
"Back to Billing Agreements","Voltar para acordos de pagamento"
"Back to My Orders","Voltar aos meus pedidos"
"Back to Recurring Profiles","Voltar para perfis recorrentes"
"Backordered","Em espera"
"Bestsellers","Mais vendidos"
"Bill to Name","Cobrar do nome"
"Billing","Cobrança"
"Billing Address","Endereço de cobrança"
"Billing Agreement","acordo de pagamento"
"Billing Agreement # %s","acordo de pagamento número %s"
"Billing Agreement #%s","acordo de pagamento número %s"
"Billing Agreement View","Visualizar acordo de pagamento"
"Billing Agreements","Acordos de pagamento"
"Buy %s for price %s","Comprar %s pelo preço %s"
"CSV","CSV"
"Cancel","Cancelar"
"Cancel invoice","Cancelar pagamento"
"Cancel order","Cancelar pedido"
"Canceled","Cancelado"
"Canceled order offline.","Pedido cancelado offline."
"Canceled order online.","Pedido cancelado online."
"Cannot add order history.","Não foi possível adicionar histórico do pedido."
"Cannot create an empty shipment.","Não foi possível criar uma postagem vazia."
"Cannot determine the field name.","Não foi possível determinar o campo do nome."
"Cannot do invoice for order.","Não foi possível fazer pagamento para o pedido."
"Cannot do shipment for order.","Não foi possível fazer postagem para o pedido."
"Cannot get order instance","Não foi possível pegar o pedido"
"Cannot get the order instance.","Não foi possível pegar o pedido."
"Cannot register an existing credit memo.","Não foi possível registrar um reembolso já existente."
"Cannot register existing invoice","Não foi possível registrar pagamento já existente"
"Cannot register existing shipment","Não foi possível registrar postagem já existente"
"Capture","Capturar"
"Capture Amount","Quantia capturada"
"Capture Offline","Capturar offline"
"Capture Online","Capturar online"
"Capture invoice","Capturar pagamento"
"Captured amount of %s online.","Quantia capturada de %s online."
"Capturing amount of %s is pending approval on gateway.","Capturação da quantia de %s está em aprovação pendente no gateway."
"Carrier","Transportadora"
"Carrier/Method","Transportadora/Método"
"Change status, add comments","Alterar status, adicionar comentários"
"Checkout Totals Sort Order","Ordem de seleção dos totais de finalizações de compras"
"Click to change shipping method","Clique para alterar método de envio"
"Close","Fechar"
"Closed","Fechado"
"Comma-separated.","Separado por vírgulas."
"Comment","Comentário"
"Comment Text","Texto do comentário"
"Comments","Comentários"
"Comments History","Histórico de comentários"
"Complete","Completo"
"Country","País"
"Coupons","Cupons"
"Create","Criar"
"Create New Customer","Criar novo cliente"
"Create New Order","Criar novo pedido"
"Create New Order for %s","Criar novo pedido para %s"
"Create New Order for %s in %s","Criar novo pedido para %s em %s"
"Create New Order for New Customer","Criar novo pedido para novo cliente"
"Create New Order for New Customer in %s","Criar novo pedido para novo cliente em %s"
"Create Shipment","Criar postagem"
"Create new invoice for order","Criar novo pagamento para o pedido"
"Create new shipment for order","Criar nova postagem para o pedido"
"Create...","Criar..."
"Created At","Criado em"
"Created billing agreement #%s.","acordo de pagamento número %s criado."
"Created:","Criado:"
"Credit Memo","Reembolso"
"Credit Memo #","Reembolso número"
"Credit Memo # ","Reembolso número "
"Credit Memo #%1$s | %3$s | %2$s (%4$s)","Reembolso número %1$s | %3$s | %2$s (%4$s)"
"Credit Memo Comment Email Sender","Remetente do e-mail de comentário do reembolso"
"Credit Memo Comment Email Template","Template de e-mail de comentário do reembolso"
"Credit Memo Comment Email Template for Guest","Template de e-mail de comentário do reembolso para visitante"
"Credit Memo Comments","Comentários de reembolso"
"Credit Memo Email Sender","Remetente do e-mail de reembolso"
"Credit Memo Email Template","Template de e-mail de reembolso"
"Credit Memo Email Template for Guest","Template de e-mail de reembolso para visitante"
"Credit Memo Update","Atualização de reembolso"
"Credit Memo Update for Guest","Atualização de reembolso para visitante"
"Credit Memos","Reembolsos"
"Creditmemo","Reembolso"
"Custom Options","Opções personalizadas"
"Custom Price","Preço personalizado"
"Custom Value","Valor personalizado"
"Customer","Cliente"
"Customer Can Define Start Date","Cliente pode definir data de início"
"Customer Email","E-mail do cliente"
"Customer Group","Grupo de clientes"
"Customer Last Name","Sobrenome do cliente"
"Customer My Account Order Creditmemo View","Visualização do reembolso do pedido da minha conta de cliente"
"Customer My Account Order History","Histórico do pedido da minha conta de cliente"
"Customer My Account Order Invoice View","Visualização do pagamento do pedido da minha conta de cliente"
"Customer My Account Order Shipment View","Visualização da postagem do pedido da minha conta de cliente"
"Customer My Account Order View","Visualização do pedido da minha conta de cliente"
"Customer Name","Nome do cliente"
"Customer\'s Current Activities","Atividades atuais do cliente"
"Date","Data"
"Date Shipped","Data de envio"
"Date of Birth","Data de nascimento"
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png)","Logo padrão. Será usado em documentos PDF e HTML.<br/>(jpeg, tiff, png)"
"Delete","Excluir"
"Denied the payment online.","Pagamento online negado."
"Deny Payment","Negar pagamento"
"Description Message","Mensagem de descrição"
"Discount","Desconto"
"Discount (%s)","Desconto (%s)"
"Discount Amount","Total do desconto"
"Display Order ID in Header","Mostrar ID do pedido no cabeçalho"
"Edit","Editar"
"Edit Gift Messsage","Editar mensagem de presente"
"Edit Order","Editar pedido"
"Edit Order #%s","Editar pedido número %s"
"Email","E-mail"
"Email Copy of Credit Memo","Enviar cópia do e-mail de reembolso"
"Email Copy of Invoice","Enviar cópia do e-mail de pagamento"
"Email Copy of Shipment","Enviar cópia do e-mail de postagem"
"Email Order Confirmation","E-mail de confirmação do pedido"
"Enable","Habilitar"
"Enabled","Habilitado"
"Error to Show in Shopping Cart","Erro ao mostrar no carrinho de compras"
"Excel","Excel"
"Excl. Tax","Excl. imposto"
"Expired","Expirado"
"Failed to cancel the billing agreement.","Falha ao cancelar o acordo de pagamento."
"Failed to create billing agreement for this order.","Falha ao criar acordo de pagamento para este pedido."
"Failed to finish billing agreement wizard.","Falha ao terminar assistente do acordo de pagamento."
"Failed to send the order email.","Falha ao enviar e-mail do pedido."
"Failed to start billing agreement wizard.","Falha ao iniciar assistente do acordo de pagamento."
"Failed to update the payment.","Falha ao atualizar pagamento."
"Failed to update the profile.","Falha ao atualizar perfil."
"Failed to void the payment.","Falha ao anular pagamento."
"Fetch","Buscar"
"From","De"
"From Name","Nome do destinatário"
"From:","De:"
"G.T. (Base)","G.T. (Base)"
"G.T. (Purchased)","G.T. (Comprado)"
"General Information","Informações gerais"
"Get Payment Update","Pegar atualização do pagamento"
"Get Update","Pegar atualização"
"Get shipping methods and rates","Pegar métodos de envio e taxas"
"Gift","Presente"
"Gift Message","Mensagem de presente"
"Gift Message for This Order","Mensagem de presente para esta compra"
"Gift Message for the Entire Order","Mensagem de presente para toda a compra"
"Gift Message for this Order","Mensagem de presente para esta compra"
"Grand Total","Total"
"Grand Total to be Charged","Total a ser cobrado"
"Guest","Visitante"
"Hold","Processar"
"Hold action is not available.","Processamento não está disponível"
"Hold order","Processar pedido"
"ID","ID"
"ID #","ID número"
"If empty, the default description above will be used.","Se vazio, a descrição padrão acima será utilizada."
"If empty, the default error above will be used.","Se vazio, o erro padrão acima será utilizado."
"If the invoice was created offline, try creating an offline creditmemo.","Se a pagamento foi criada offline, tente criar um reembolso offline."
"Incl. Tax","Incl. imposto"
"Information","Informação"
"Initial Fee","Taxa inicial"
"Initial Fees","Taxas iniciais"
"Initial period payment","Período de pagamento inicial"
"Invalid block: %s.","Bloco inválido: %s."
"Invalid carrier specified.","Transportadora especificada inválida."
"Invalid draw line data. Please define ""lines"" array.","Dados da linha inválidos. Por favor, defina vetor de ""linhas""."
"Invalid item option format.","Formato da opção do item inválido."
"Invalid qty to invoice item ""%s""","Quantidade inválida para faturar o item ""%s"""
"Invalid qty to refund item ""%s""","Quantidade inválida para reembolsar o item ""%s"""
"Invalid qty to ship for item ""%s""","Quantidade inválida para enviar o item ""%s"""
"Invalid renderer model","Modelo de renderização inválido"
"Invalid request for adding product to quote.","Solicitação inválida para adicionar produto à cotação."
"Invoice","Pagamento"
"Invoice #","Pagamento número"
"Invoice # ","Pagamento número "
"Invoice #%1$s | %2$s | %4$s (%3$s)","Pagamento número %1$s | %2$s | %4$s (%3$s)"
"Invoice #%s","Pagamento número %s"
"Invoice Comment Email Sender","Remetente do e-mail de comentário do pagamento"
"Invoice Comment Email Template","Template de e-mail de comentário do pagamento"
"Invoice Comment Email Template for Guest","Template de e-mail de comentário do pagamento para visitante"
"Invoice Comments","Comentários do pagamento"
"Invoice Date","Data do pagamento"
"Invoice Email Sender","Remetente do e-mail do pagamento"
"Invoice Email Template","Template de e-mail do pagamento"
"Invoice Email Template for Guest","Template de e-mail do pagamento para visitante"
"Invoice Update","Atualização de pagamento"
"Invoice Update for Guest","Atualização de pagamento para visitante"
"Invoice and Packing Slip Design","Design do pagamento e do documento de entrega"
"Invoice and Ship","Pagamentor e enviar"
"Invoice canceling problem.","Problema ao cancelar pagamento."
"Invoice cannot be canceled.","Pagamento não pode ser cancelada."
"Invoice cannot be captured.","Pagamento não pode ser capturada."
"Invoice cannot be voided.","Pagamento não pode ser anulada."
"Invoice capturing problem.","Problema ao capturar pagamento."
"Invoice void problem","Erro ao anular pagamento"
"Invoice will be created without communication with payment gateway.","Pagamento será criada sem comunicação com o gateway de pagamento."
"Invoiced","Pagamentodo"
"Invoices","Pagamentos"
"Is Closed","Está fechado"
"Item","Item"
"Item Status","Status do item"
"Item object is not specified.","Objeto do item não foi especificado"
"Item options declaration error.","Erro de declaração de opções do item."
"Item ordered qty","Quantidade do item pedido"
"Item qty declaration error.","Erro de declaração de quantidade do item."
"Items","Itens"
"Items Invoiced","Itens faturados"
"Items Ordered","Itens pedidos"
"Items Refunded","Itens reembolsados"
"Items Shipped","Itens enviados"
"Items maximum quantity or price do not allow checkout.","Quantidade máxima de itens ou preço não permite finalização de compra."
"Items options declaration error.","Erro de declaração de opções dos itens."
"Items to Refund","Itens a reembolsar"
"Items to Ship","Itens a enviar"
"Key","Chave"
"Last Ordered Items","Últimos itens pedidos"
"Link to the New Order","Link para a novo pedido"
"Link to the Previous Order","Link para o pedido anterior"
"Logo for HTML Print View","Logo para visualizar impressão HTML"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo para documentos HTML. Se vazio, o logo padrão será usado.<br/>(jpeg, gif, png)"
"Logo for PDF Print-outs (200x50)","Logo para impressões de PDF (200x50)"
"Manage","Gerenciar"
"Maximum shipping amount allowed to refund is: %s","Valor máximo de envio permitido para reembolso é: %s"
"Message","Mensagem"
"Message:","Mensagem:"
"Minimum Amount","Quantidade mínima"
"Minimum Order Amount","Valor mínimo do pedido"
"Mixed","Misturado"
"Move to Shopping Cart","Mover para o carrinho de compras"
"Move to Wishlist","Mover para a lista de desejos"
"Multi-address Description Message","Mensagem de descrição do multi-endereço"
"Multi-address Error to Show in Shopping Cart","Erro do multi-endereço para mostrar no carrinho de compras"
"My Orders","Meus pedidos"
"My Orders - Details","Meus pedidos - detalhes"
"N/A","N/A"
"Name","Nome"
"New","Novo"
"New Billing Agreement","Novo acordo de pagamento"
"New Credit Memo","Novo reembolso"
"New Credit Memo for Guest","Novo reembolso para visitante"
"New Invoice","Novo pagamento"
"New Invoice and Shipment for Order #%s","Novo pagamento e postagem para o pedido número %s"
"New Invoice for Guest","Novo pagamento para visitante"
"New Invoice for Order #%s","Novo pagamento para o pedido número %s"
"New Order","Novo pedido"
"New Order Confirmation Email Sender","Novo remetente de e-mail de confirmação do pedido"
"New Order Confirmation Template","Novo template de confirmação do pedido"
"New Order Confirmation Template for Guest","Novo template de confirmação do pedido para visitante"
"New Order RSS","Novo pedido RSS"
"New Order for Guest","Novo pedido para visitante"
"New Shipment","Nova postagem"
"New Shipment for Guest","Nova postagem para visitante"
"New Shipment for Order #%s","Nova postagem para o pedido número %s"
"Newsletter Subscription",""Assinatura da newsletter"
"No","Não"
"No Items","Nenhum item"
"No Items To Refund","Nenhum item a reembolsar"
"No Payment Methods","Nenhum método de pagamento"
"No detail for number ""%s""","Nenhum detalhe para o número ""%s"""
"No information available.","Nenhuma informação disponível."
"No items","Nenhum item"
"No order(s) were put on hold.","Nenhum pedido foi colocado em processado."
"No order(s) were released from holding status.","Nenhum pedido foi liberado do status de processamento."
"No ordered items","Nenhum item pedido"
"No shipping information available","Nenhuma informação de envio disponível"
"No valid transaction found for this payment review.","Nenhuma transação válida encontrada para esta análise de pagamento."
"Nominal Items","Itens nominais"
"Nominal item can be purchased standalone only. To proceed please remove other items from the quote.","Item nominal pode ser comprado somente separado. Para continuar, por favor remova os outros itens da cota."
"Nominal order registered.","Pedido nominal registrado."
"Not Capture","Não capturado"
"Not Initialized","Não inicializado"
"Not Notified","Não notificado"
"Not enough valid data to save the parent transaction ID.","Sem dados válidos suficiente para salvar o ID da transação pai."
"Notification Not Applicable","Notificação não aplicável"
"Notified","Notificado"
"Notify Customer","Notificar cliente"
"Notify Customer by Email","Notificar cliente por e-mail"
"Number","Número"
"Number of Invoiced Orders","Número de pedidos faturados"
"Number of Orders","Número de pedidos"
"Number of Refunded Orders","Número de pedidos reembolsados"
"Offline Refunded","Reembolsado offline"
"On Hold","Em processamento"
"Online Refunded","Reembolsado online"
"Order","Pedido"
"Order #","Pedido número"
"Order # ","Pedido número "
"Order # %s","Pedido número %s"
"Order # %s %s | %s","Pedido número %s %s | %s"
"Order #%s","Pedido número %s"
"Order #%s - %s","Pedido número %s - %s"
"Order API","API do pedido"
"Order Comment","Comentário do pedido"
"Order Comment Email Sender","Remetente do e-mail de comentário do pedido"
"Order Comment Email Template","Template de e-mail de comentário do pedido"
"Order Comment Email Template for Guest","Template de e-mail de comentário do pedido para visitante"
"Order Comments","Comentários do pedido"
"Order Credit Memos","Reembolso do pedido"
"Order Currency:","Moeda do pedido:"
"Order Date","Data do pedido"
"Order Date (%s)","Data do pedido (%s)"
"Order Date: ","Data do pedido:"
"Order Date: %s","Data do pedido: %s"
"Order Details","Detalhes do pedido"
"Order Grand Total","Total do pedido"
"Order History","Histórico de pedidos"
"Order ID","ID do pedido"
"Order Information","Informações do pedido"
"Order Invoices","Pagamentos dos pedidos"
"Order Shipments","Postagens de pedidos"
"Order Status","Status do pedido"
"Order Subtotal","Subtotal do pedido"
"Order Taxes Report Grouped by Tax Rates","Impostos do pedido agrupada por taxas de impostos"
"Order Total","Total do pedido"
"Order Totals","Total dos pedidos"
"Order Update","Atualização do pedido"
"Order Update for Guest","Atualização do pedido para visitante"
"Order View","Visualizar pedido"
"Order does not allow to be canceled.","Pedido não permite ser cancelado."
"Order invoice","Pagamento do pedido"
"Order object is not specified.","Objeto do pedido não foi especificado."
"Order saving error: %s","Erro ao salvar pedido: %s"
"Order shipments","Postagens de pedidos"
"Order was placed using %s","Pedido confirmado usando %s"
"Ordered","Comprado"
"Orders","Pedidos"
"Original Price","Preço original"
"Original order item that recurring payment profile correspondss to.","Item do pedido original que corresponde ao perfil de pagamento recorrente."
"PDF Credit Memos","PDF reembolso"
"PDF Invoices","PDF faturas"
"PDF Packingslips","PDF envelope de embalagem"
"PDF Print-outs","PDF impressões"
"PDF object is not specified.","Objeto PFD não foi especificado"
"PDF page object is not specified.","Página PFD não foi especificada"
"PDF total model should extend Mage_Sales_Model_Order_Pdf_Total_Default","Modelo total de PDF deve ser extendido de Mage_Sales_Model_Order_Pdf_Total_Default"
"Packingslip # ","Envelope de embalagem número"
"Paid","Pago"
"Paid Amount","Valor pago"
"Parent Transaction ID","ID de transação pai"
"Parent transaction ID must have a transaction ID.","ID de transação pai deve ter uma ID de transação."
"Partial","Parcial"
"Payment Failed","Erro no pagamento"
"Payment Information","Informações de pagamento"
"Payment Method","Método de pagamento"
"Payment Method Name","Nome do método de pagamento"
"Payment Method:","Método de pagamento:"
"Payment Review","Análise de pagamento"
"Payment disallow storing objects.","Pagamento não permite armazenar objetos."
"Payment transactions disallow storing objects.","Transações de pagamento não permitem armazenar objetos."
"Payment type","Tipo de pagamento"
"Payment update has been made.","Atualização do pagamento efetuada."
"Pending","Pendente"
"Pending Payment","Pagamento pendente"
"Period","Período"
"Place Order Using Billing Agreements","Confirmar pedido usando acordos de pagamento"
"Placed from IP","Confirmado pelo IP"
"Please Select Products to Add","Por favor, selecione produtos para adicionar"
"Please Select a Customer","Por favor, selecione um cliente"
"Please Select a Store","Por favor, selecione uma loja"
"Please define PDF object before using.","Por favor, defina objeto PDF antes de usar."
"Please enter positive number in this field.","Por favor, insira números positivos neste campo."
"Please specify a valid grid column alias name that exists in grid table.","Por favor, especifique um nome de alias da coluna da grade válido que exista na tabela da grade."
"Price","Preço"
"Print","Imprimir"
"Print All","Imprimir tudo"
"Print All Invoices","Imprimir todas as faturas"
"Print All Refunds","Imprimir todos os reembolsos"
"Print All Shipments","Imprimir todos as postagens"
"Print Credit Memos","Imprimir memorandos de crédito"
"Print Invoice","Imprimir pagamento"
"Print Invoices","Imprimir faturas"
"Print Order","Imprimir pedido"
"Print Order # %s","Imprimir pedido número %s"
"Print Packingslips","Imprimir envelope de embalagem"
"Print Refund","Imprimir reembolso"
"Print Shipment","Imprimir postagem"
"Processing","Processando"
"Product","Produto"
"Product Name","Nome do produto"
"Products","Produtos"
"Products Bestsellers Report","Relatório de produtos mais vendidos"
"Products in Comparison List","Produtos na lista de comparação"
"Profile #%s","Perfil número %s"
"Profile Information","Informações do perfil"
"Profile State","Estado do perfil"
"Profit","Lucro"
"Promotion Coupons Usage Report","Relatório de uso dos cupons de promoção"
"Proper payment object must be set.","Objeto de pagamento adequado deve ser definido."
"Purchased From","Comprado de"
"Purchased From (Store)","Comprado de (loja)"
"Purchased Item","Item comprado"
"Purchased On","Comprado na"
"Qty","Qtde"
"Qty Invoiced","Quantidade faturada"
"Qty Ordered","Quantidade pedida"
"Qty Shipped","Quantidade enviada"
"Qty To Add","Quantidade para adicionar"
"Qty to Add","Quantidade para adicionar"
"Qty to Invoice","Quantidade para faturar"
"Qty to Refund","Quantidade para reembolsar"
"Qty to Ship","Quantidade para enviar"
"Quantity Ordered","Quantidade pedida"
"Rate","Avaliação"
"Recent Orders","Pedidos recentes"
"Recently Compared Products","Produtos comparados recentemente"
"Recently Viewed","Recentemente vistos"
"Recently Viewed Products","Produtos visualizados recentemente"
"Recurring Profile # %s","Perfil recorrente número %s"
"Recurring Profile Initial Fee","Taxa inicial do perfil recorrente"
"Recurring Profiles","Perfis recorrentes"
"Recurring Profiles (beta)","Perfis recorrentes (beta)"
"Reference ID","ID de referência"
"Reference ID:","ID de referência:"
"Refresh","Atualizar"
"Refund","Reembolso"
"Refund #","Reembolso número"
"Refund #%s","Reembolso número %s"
"Refund Amount","Valor reembolsado"
"Refund Offline","Reembolsar offline"
"Refund Shipping","Reembolsar frete"
"Refund Shipping (Excl. Tax)","Reembolsar frete (Excl. imposto)"
"Refund Shipping (Incl. Tax)","Reembolsar frete (Incl. imposto)"
"Refund Totals","Total de reembolso"
"Refunded","Reembolsado"
"Refunded amount of %s offline.","Quantia de %s reembolsado offline."
"Refunded amount of %s online.","Quantia de %s reembolsado online."
"Refunds","Reembolsos"
"Registered a Void notification.","Registrado uma notificação nula."
"Registered notification about approved payment.","Notificação registrada sobre pagamento aprovado."
"Registered notification about authorized amount of %s.","Notificação registrada sobre quantia autorizada de %s."
"Registered notification about captured amount of %s.","Notificação registrada sobre quantia capturada de %s."
"Registered notification about denied payment.","Notificação registrada sobre pagamento negado."
"Registered notification about refunded amount of %s.","Notificação registrada sobre quantia reembolsada de %s."
"Registered update about approved payment.","Atualização registrada sobre pagamento aprovado."
"Regular Payment","Pagamento regular"
"Related Orders","Pedidos relacionados"
"Remove","Remover"
"Remove Coupon Code","Remover código de cupom"
"Remove tracking number","Remover número de rastreamento"
"Reorder","Recomprar"
"Retrieve invoice info","Obter informações do pagamento"
"Retrieve invoice information","Obter informações do pagamento"
"Retrieve list of invoices by filters","Obter lista de faturas pelo filtro"
"Retrieve list of orders by filters","Obter lista de pedidos pelo filtro"
"Retrieve list of shipments by filters","Obter lista de postagens pelo filtro"
"Retrieve order information","Obter informações do pedido"
"Retrieve orders info","Obter informações dos pedidos"
"Retrieve shipment info","Obter informações de postagem"
"Retrieve shipment information","Obter informações de postagem"
"Return to Stock","Retornar ao estoque"
"Returned","Retornado"
"Revenue","Receita"
"Row Subtotal","Subtotal da linha"
"Row Total","Total"
"SHIP TO:","ENVIAR PARA:"
"SKU","Código do produto"
"SOLD TO:","VENDIDO PARA:"
"Sales","Vendas"
"Sales Discount","Desconto de vendas"
"Sales Emails","E-mails de vendas"
"Sales Emails Section","Seção de e-mails de vendas"
"Sales Invoice Print View","Visualizar impressão das faturas de vendas"
"Sales Items","Itens de vendas"
"Sales Order Print View","Visualizar impressão dos pedidos de vendas"
"Sales Section","Seção de vendas"
"Sales Shipment Print View","Visualizar impressão das postagens de vendas"
"Sales Shipping","Envios de vendas"
"Sales Tax","Impostos de vendas"
"Sales Total","Total de vendas"
"Same As Billing Address","Mesmo que o endereço de cobrança"
"Save and Close Message","Salvar e fechar a mensagem"
"Save in address book","Salvar na lista de endereços"
"Schedule","Programação"
"Select from existing customer addresses:","Selecionar endereço de um cliente já existente:"
"Send Credit Memo Comment Email Copy To","Enviar cópia do e-mail de comentário do reembolso para"
"Send Credit Memo Email Copy To","Enviar cópia do e-mail de reembolso para"
"Send Email","Enviar e-mail"
"Send Invoice Comment Email Copy To","Enviar cópia do e-mail de comentário do pagamento para"
"Send Invoice Email Copy To","Enviar cópia do e-mail de pagamento para"
"Send Order Comment Email Copy To","Enviar cópia do e-mail de comentário do pedido para"
"Send Order Email Copy Method","Enviar método de cópia do e-mail de pedido"
"Send Order Email Copy To","Enviar cópia do e-mail do pedido para"
"Send Sales Emails","Enviar e-mails de vendas"
"Send Shipment Comment Email Copy To","Enviar cópia do e-mail de comentário da postagem para"
"Send Shipment Email Copy To","Enviar cópia do e-mail de postagem para"
"Send Tracking Information","Enviar informações de rastreamento"
"Set order for existing transactions not allowed","Definir pedido para transações existentes não permitidas"
"Ship","Enviar"
"Ship To","Enviar para"
"Ship to Name","Enviar para o nome"
"Shipment","Postagem"
"Shipment #","Postagem número"
"Shipment #%1$s | %3$s (%2$s)","Postagem número %1$s | %3$s (%2$s)"
"Shipment #%s","Postagem número %s"
"Shipment Comment Email Sender","Remetente do e-mail de comentário da postagem"
"Shipment Comment Email Template","Template de e-mail de comentário da postagem"
"Shipment Comment Email Template for Guest","Template de e-mail de comentário da postagem para visitante"
"Shipment Comments","Comentários da postagem"
"Shipment Email Sender","Remetente do e-mail da postagem"
"Shipment Email Template","Template de e-mail da postagem"
"Shipment Email Template for Guest","Template de e-mail da postagem para visitante"
"Shipment Update","Atualização de postagem"
"Shipment Update for Guest","Atualização de postagem para visitante"
"Shipments","Envios"
"Shipped","Enviado"
"Shipped By","Enviado por"
"Shipping","Envio"
"Shipping & Handling","Envio e manuseio"
"Shipping &amp; Handling","Envio &amp; manuseio"
"Shipping &amp; Handling Information","Envio &amp; informações de manuseio"
"Shipping Address","Endereço de envio"
"Shipping Amount","Valor de envio"
"Shipping Information","Informações de envio"
"Shipping Method","Método de envio"
"Shipping Method:","Método de envio:"
"Shipping Refund","Envio reembolsado"
"Shipping and Tracking Information","Informações de envio e rastreamento"
"Shopping Cart","Carrinho de compras"
"Signed Up From","Assinar de"
"Sku","Código do produto"
"Some of the products below do not have all the required options. Please remove them and add again with all the required options.","Alguns dos produtos abaixo não contém todas as opções requeridas. Por favor, remova-os e adicione novamente com todas as opções requeridas."
"Sorry, no quotes are available for this order at this time.","Desculpe, nenhuma cotação está disponível para este pedido no momento."
"Source object is not specified.","Objeto fonte não está especificado."
"Specified profile does not exist.","Perfil especificado não existe."
"State/Province","Estado"
"Status","Status"
"Status:","Status:"
"Store Credit","Loja de crédito"
"Submit Comment","Enviar comentário"
"Submit Credit Memo","Enviar reembolso"
"Submit Order","Enviar pedido"
"Submit Shipment","Enviar postagem"
"Subscribe to Newsletter","Assinar newsletter"
"Subscribe to Order Status","Assinar o status do pedido"
"Subtotal","Subtotal"
"Subtotal after discount.","Subtotal após desconto."
"Subtotal:","Subtotal:"
"Suspected Fraud","Suspeita de fraude"
"Suspend","Suspender"
"Suspended","Suspendido"
"TAX/VAT Number","CPF"
"Tax","Imposto"
"Tax Amount","Valor de imposto"
"Tax Percent","Percentagem de imposto"
"Telephone","Telefone"
"The Order State ""%s"" must not be set manually.","O estado do pedido ""%s"" não deve ser definido manualmente."
